Jurisdiction,Date,New Cases,7-day Average New Cases,Cumulative cases                          ,Population (2018),New Case Rate,7-Day Average New Case Rate,Cumulative Case Rate,County FIPS Code,Longitude,Latitude,Georeferenced Lat & Long
Greene,11/03/2020,8,6.7,297,36506,21.9,18.4,813.6,42059,-80.22943817,39.85480393,POINT (-80.22943817 39.85480393)
Westmoreland,11/28/2020,170,234.7,9136,350611,48.5,66.9,2605.7,42129,-79.47134118,40.310315,POINT (-79.47134118 40.310315)
Lancaster,09/30/2020,55,45.3,8061,543557,10.1,8.3,1483,42071,-76.25138768,40.04590796,POINT (-76.25138768 40.04590796)
Cumberland,07/26/2020,21,17.3,1159,251423,8.4,6.9,461,42041,-77.26866271,40.16759839,POINT (-77.26866271 40.16759839)
Delaware,06/07/2020,18,30.7,6731,564751,3.2,5.4,1191.9,42045,-75.40627712,39.91657867,POINT (-75.40627712 39.91657867)
Venango,06/23/2020,0,0,19,51266,0,0,37.1,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
Juniata,09/06/2020,3,1,156,24704,12.1,4,631.5,42067,-77.405775,40.53433008,POINT (-77.405775 40.53433008)
Mercer,03/22/2020,0,0.1,1,110683,0,0.1,0.9,42085,-80.26009411,41.30237777,POINT (-80.26009411 41.30237777)
Pennsylvania,03/01/2020,0,,0,12807060,0,,0,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Montour,03/12/2020,0,0,0,18240,0,0,0,42093,-76.66470527,41.02801824,POINT (-76.66470527 41.02801824)
Warren,06/28/2020,0,0,5,39498,0,0,12.7,42123,-79.27858158,41.81675237,POINT (-79.27858158 41.81675237)
Crawford,06/01/2020,0,1,32,85063,0,1.2,37.6,42039,-80.11321083,41.68546907,POINT (-80.11321083 41.68546907)
Adams,05/07/2020,3,1.9,160,102811,2.9,1.8,155.6,42001,-77.22224271,39.87209565,POINT (-77.22224271 39.87209565)
Wayne,05/10/2020,0,0.9,108,51276,0,1.7,210.6,42127,-75.3051535,41.64969805,POINT (-75.3051535 41.64969805)
Luzerne,04/05/2020,114,101.7,869,317646,35.9,32,273.6,42079,-75.9919961,41.17836439,POINT (-75.9919961 41.17836439)
Carbon,11/26/2020,70,35.6,1263,64227,109,55.4,1966.5,42025,-75.71107039,40.91936701,POINT (-75.71107039 40.91936701)
Lycoming,09/20/2020,3,6.1,630,113664,2.6,5.4,554.3,42081,-77.06942457,41.34459792,POINT (-77.06942457 41.34459792)
Philadelphia,11/29/2020,546,795.7,62421,1584138,34.5,50.2,3940.4,42101,-75.140236,40.00444354,POINT (-75.140236 40.00444354)
Pike,08/14/2020,0,0.1,528,55933,0,0.3,944,42103,-75.03270924,41.332572,POINT (-75.03270924 41.332572)
Erie,03/19/2020,1,0.1,1,272061,0.4,0.1,0.4,42049,-80.0407591,41.99413787,POINT (-80.0407591 41.99413787)
Tioga,05/21/2020,0,0,16,40763,0,0,39.3,42117,-77.25788076,41.77333834,POINT (-77.25788076 41.77333834)
Pennsylvania,08/27/2020,852,621.6,132501,12807060,6.7,4.9,1034.6,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Huntingdon,05/08/2020,1,14.9,154,45168,2.2,32.9,340.9,42061,-77.9827661,40.416105,POINT (-77.9827661 40.416105)
Clearfield,05/05/2020,0,1.3,28,79388,0,1.6,35.3,42033,-78.47558343,41.000429,POINT (-78.47558343 41.000429)
Clarion,07/10/2020,0,2.4,59,38779,0,6.3,152.1,42031,-79.42483608,41.19279129,POINT (-79.42483608 41.19279129)
Venango,10/02/2020,0,1.7,98,51266,0,3.3,191.2,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
Northampton,06/17/2020,16,9.7,3277,304807,5.2,3.2,1075.1,42095,-75.31263726,40.7545954,POINT (-75.31263726 40.7545954)
Clarion,08/31/2020,0,0.3,97,38779,0,0.7,250.1,42031,-79.42483608,41.19279129,POINT (-79.42483608 41.19279129)
Wyoming,11/17/2020,8,12.7,344,27046,29.6,47,1271.9,42131,-76.01813003,41.51892488,POINT (-76.01813003 41.51892488)
Adams,09/16/2020,7,6.3,768,102811,6.8,6.1,747,42001,-77.22224271,39.87209565,POINT (-77.22224271 39.87209565)
Wyoming,09/27/2020,2,0.9,80,27046,7.4,3.2,295.8,42131,-76.01813003,41.51892488,POINT (-76.01813003 41.51892488)
Mifflin,11/18/2020,90,51.1,1135,46222,194.7,110.6,2455.5,42087,-77.62003089,40.61274928,POINT (-77.62003089 40.61274928)
Jefferson,10/09/2020,5,1.9,133,43641,11.5,4.3,304.8,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Lebanon,06/16/2020,8,15.9,1205,141314,5.7,11.2,852.7,42075,-76.46182575,40.367597,POINT (-76.46182575 40.367597)
Wyoming,09/29/2020,0,0.9,80,27046,0,3.2,295.8,42131,-76.01813003,41.51892488,POINT (-76.01813003 41.51892488)
Armstrong,06/20/2020,0,0.3,69,65263,0,0.4,105.7,42005,-79.47316899,40.81509526,POINT (-79.47316899 40.81509526)
Lancaster,08/04/2020,23,44.9,5736,543557,4.2,8.3,1055.3,42071,-76.25138768,40.04590796,POINT (-76.25138768 40.04590796)
Fulton,10/30/2020,6,3.7,94,14523,41.3,25.6,647.2,42057,-78.11485045,39.92487511,POINT (-78.11485045 39.92487511)
Clarion,03/26/2020,0,0,0,38779,0,0,0,42031,-79.42483608,41.19279129,POINT (-79.42483608 41.19279129)
Bradford,07/04/2020,0,0.4,62,60833,0,0.7,101.9,42015,-76.51825624,41.79117814,POINT (-76.51825624 41.79117814)
Lawrence,09/29/2020,0,3.6,533,86184,0,4.1,618.4,42073,-80.33754114,40.99325035,POINT (-80.33754114 40.99325035)
Mercer,11/25/2020,49,68.3,2619,110683,44.3,61.7,2366.2,42085,-80.26009411,41.30237777,POINT (-80.26009411 41.30237777)
Chester,08/06/2020,27,31,5064,522046,5.2,5.9,970,42029,-75.75626498,39.97487056,POINT (-75.75626498 39.97487056)
Clinton,07/07/2020,5,0.9,86,38684,12.9,2.2,222.3,42035,-77.6428376,41.23286274,POINT (-77.6428376 41.23286274)
Delaware,05/02/2020,118,121.3,4332,564751,20.9,21.5,767.1,42045,-75.40627712,39.91657867,POINT (-75.40627712 39.91657867)
Lebanon,04/12/2020,17,24.3,314,141314,12,17.2,222.2,42075,-76.46182575,40.367597,POINT (-76.46182575 40.367597)
Blair,06/13/2020,0,0.3,56,122492,0,0.2,45.7,42013,-78.34907687,40.48555024,POINT (-78.34907687 40.48555024)
Bradford,03/21/2020,0,0,0,60833,0,0,0,42015,-76.51825624,41.79117814,POINT (-76.51825624 41.79117814)
Lehigh,11/30/2020,65,194.4,11588,368100,17.7,52.8,3148.1,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Crawford,05/21/2020,0,0,24,85063,0,0,28.2,42039,-80.11321083,41.68546907,POINT (-80.11321083 41.68546907)
Washington,05/14/2020,0,1,134,207346,0,0.5,64.6,42125,-80.25180083,40.19109663,POINT (-80.25180083 40.19109663)
